url,milk,country,region,family,type,fat_content,calcium_content,texture,rind,color,flavor,aroma,vegetarian,vegan,synonyms,alt_spellings,producers
https://www.cheese.com/saint-marcellin/,cow,France,NA,NA,"soft, artisan",NA,NA,"creamy, smooth",NA,white,"mild, tangy",NA,FALSE,FALSE,NA,"St Marcellin, Saint-Marcellin",NA
https://www.cheese.com/saint-paulin/,cow,France,NA,Saint-Paulin,"semi-soft, artisan",NA,NA,"creamy, firm",washed,NA,"buttery, sweet",milky,NA,NA,NA,Saint-Paulin,Fromagerie Fritz Kaiser
https://www.cheese.com/saint-nectaire/,cow,France,Auvergne,Tomme,"semi-soft, artisan",NA,NA,"creamy, smooth",washed,ivory,pungent,grassy,FALSE,FALSE,NA,"St. Nectaire, Saint-Nectaire, St Nectaire",NA
https://www.cheese.com/sainte-maure-de-touraine-aoc/,goat,France,Loire,NA,"semi-soft, artisan",NA,NA,"creamy, fluffy, soft",NA,white,NA,NA,FALSE,FALSE,NA,"Saint ​​Maure de Touraine, St ​​Maure de Touraine, Sainte Maure de Touraine",NA
https://www.cheese.com/salers/,cow,France,"Auvergne, Salers",NA,semi-hard,NA,NA,,NA,red,"fruity, spicy",NA,FALSE,FALSE,NA,NA,NA
https://www.cheese.com/san-simon/,cow,Spain,Galicia,NA,semi-soft,NA,NA,"buttery, creamy",natural,cream,buttery,"smokey, woody",FALSE,FALSE,NA,NA,NA
https://www.cheese.com/sancerre/,goat,France,NA,NA,hard,40%,NA,,natural,NA,"nutty, strong",NA,FALSE,FALSE,NA,NA,NA
https://www.cheese.com/sao-jorge/,cow,Portugal,Azores,NA,semi-hard,NA,NA,"chalky, crumbly, firm",natural,golden yellow,"spicy, tangy",NA,FALSE,FALSE,"S. Jorge cheese, Queijo São Jorge, St. George",NA,NA
https://www.cheese.com/sap-sago/,cow,Switzerland,Canton of Glarus,NA,hard,NA,NA,dry,natural,green,NA,herbal,NA,NA,"Schabziger, Swiss Green Cheese",sapsago,NA
https://www.cheese.com/santa-gadea/,goat,Spain,NA,NA,"soft, semi-soft",NA,NA,"creamy, smooth, soft",NA,white,NA,NA,NA,NA,NA,NA,NA
https://www.cheese.com/sardo/,cow,Argentina,NA,NA,hard,NA,NA,"crumbly, firm, flaky",natural,pale yellow,"full-flavored, salty, sharp",NA,FALSE,FALSE,NA,"Argentine Sardo, Sardo Argentino",NA
https://www.cheese.com/sbrinz/,cow,Switzerland,"Lucerne, Schwyz, Unterwald, and Zoug, and the following additional places: Muri district in d'Argovi",Swiss Cheese,"hard, artisan",45%,NA,"dense, flaky",natural,yellow,"butterscotch, full-flavored, nutty, spicy, strong","aromatic, spicy",FALSE,FALSE,NA,NA,NA
https://www.cheese.com/scamorza/,cow,Italy,NA,Pasta filata,semi-soft,NA,NA,"elastic, smooth, springy",natural,white,NA,NA,NA,NA,Smoked Scamorza,Scamorza Affumicata,NA
https://www.cheese.com/seahive/,cow,United States,Utah,Cheddar,"hard, artisan",NA,NA,"dry, firm",natural,pale yellow,"salty, sweet",floral,TRUE,FALSE,NA,NA,Beehive Cheese Company
https://www.cheese.com/selles-sur-cher/,goat,France,NA,NA,soft,NA,NA,firm,ash coated,NA,tangy,"lactic, nutty",NA,NA,NA,NA,NA
https://www.cheese.com/seascape/,"cow, goat",United States,California,NA,"semi-hard, artisan",8 g/100g,NA,"crumbly, smooth",natural,pale yellow,"buttery, caramel, tangy",pleasant,TRUE,FALSE,NA,NA,Central Coast Creamery
https://www.cheese.com/serra-da-estrela-dop/,sheep,Portugal,Serra da Estrela,NA,semi-soft,NA,NA,,NA,ivory,NA,pungent,FALSE,FALSE,"Serra da Estrela, Queijo Serra da Estrela",NA,NA
https://www.cheese.com/vegan-shamembert/,plant-based,United Kingdom,NA,NA,soft,NA,NA,"soft, soft-ripened",mold ripened,white,"earthy, full-flavored, mushroomy, savory, strong",earthy,TRUE,TRUE,NA,NA,Honestly Tasty
https://www.cheese.com/shanklish/,"cow, sheep","Egypt, Lebanon, Syria",NA,Feta,"fresh firm, hard, artisan",NA,NA,"creamy, crumbly, firm",mold ripened,white,"sharp, spicy, strong","pungent, strong",FALSE,FALSE,NA,NA,Grandpa's dairy
https://www.cheese.com/sharpham-rustic/,cow,"England, Great Britain, United Kingdom",Devon,NA,"semi-hard, artisan",NA,NA,creamy,natural,white,"lemony, nutty",fresh,TRUE,FALSE,NA,NA,Sharpham Wine & Cheese
https://www.cheese.com/sharp-cheddar/,cow,United States,NA,Cheddar,"semi-hard, artisan",NA,NA,creamy,natural,NA,"sharp, strong, tangy",NA,NA,NA,NA,NA,NA
https://www.cheese.com/vegan-shoreditch-smoked-cheese/,plant-based,United Kingdom,NA,NA,semi-firm,NA,NA,"creamy, semi firm, soft, spreadable",rindless,pale yellow,"nutty, smokey , umami, yeasty","mild, nutty, smokey, yeasty",TRUE,TRUE,NA,NA,La Fauxmagerie
https://www.cheese.com/shorrocks-lancashire-bomb/,cow,United Kingdom,NA,NA,semi-hard,NA,NA,"creamy, crumbly",NA,yellow,NA,NA,TRUE,FALSE,NA,NA,NA
https://www.cheese.com/shropshire-blue/,cow,United Kingdom,NA,Blue,semi-hard,NA,NA,"creamy, smooth",natural,orange,creamy,rich,TRUE,FALSE,"Blue Shropshire, Blue Stuart, Inverness-shire Blue",NA,NA
https://www.cheese.com/sinodun-hill/,goat,England,NA,NA,soft,NA,NA,fluffy,natural,pale yellow,creamy,clean,TRUE,FALSE,NA,NA,Norton & Yarrow Cheese
https://www.cheese.com/sirene/,"cow, goat, sheep","Albania, Bulgaria, Croatia, Greece, Israel, Macedonia, Romania, Serbia",Trakia,Feta,"fresh soft, brined",NA,NA,"crumbly, grainy, smooth",natural,white,"lemony, salty, sharp, tangy",strong,FALSE,FALSE,Sirenje,NA,NA
https://www.cheese.com/smoked-gouda/,"cow, goat, sheep",Netherlands,NA,Gouda,hard,NA,NA,"buttery, crumbly",waxed,brownish yellow,NA,smokey,NA,NA,NA,NA,NA
https://www.cheese.com/smoked-sulguni/,"buffalo, cow",Georgia,"Svaneti, Samegrelo",NA,semi-firm,NA,NA,"dense, elastic",NA,yellow,"salty, smokey , sour",smokey,NA,NA,"smoked suluguni, Georgian smoked suluguni",Shebolili Megruli Sulguni,NA
https://www.cheese.com/sleightlett/,goat,"England, Great Britain, United Kingdom","Timsbury, Somerset",NA,"fresh soft, artisan",NA,NA,"creamy, fluffy, smooth",mold ripened,white,"citrusy, lemony, nutty","goaty, lactic",FALSE,FALSE,NA,NA,NA
https://www.cheese.com/smoked-lincolnshire-poacher/,cow,United Kingdom,NA,NA,hard,NA,NA,"creamy, crumbly",NA,pale yellow,NA,NA,NA,NA,NA,NA,NA
https://www.cheese.com/somerset-organic-cheddar/,cow,United Kingdom,NA,NA,"hard, organic",NA,NA,"creamy, crumbly",NA,pale yellow,NA,NA,NA,NA,Somerset Cheddar,NA,NA
https://www.cheese.com/somerset-brie/,cow,"England, United Kingdom",Somerset,Brie,"soft, artisan",NA,NA,"creamy, smooth",natural,white,mild,"fresh, grassy, mushroom",TRUE,FALSE,NA,NA,NA
https://www.cheese.com/sofia/,goat,United States,Indiana,NA,"soft, artisan, soft-ripened",NA,NA,"close, creamy, dense, soft, soft-ripened",mold ripened,cream,"citrusy, creamy, sweet, tangy",NA,FALSE,FALSE,NA,NA,Capriole Goat Cheese
https://www.cheese.com/snow-camp/,"cow, goat",United States,North Carolina,NA,semi-firm,NA,NA,soft,bloomy,ivory,"buttery, creamy",buttery,TRUE,FALSE,NA,NA,Goat Lady Dairy
https://www.cheese.com/sottocenere-al-tartufo/,cow,Italy,Veneto,NA,"semi-soft, artisan",NA,NA,"firm, smooth",natural,pale yellow,"creamy, salty, savory","aromatic, spicy",FALSE,FALSE,Italian Truffle Cheese,NA,NA
https://www.cheese.com/soumaintrain/,cow,France,NA,NA,"soft, artisan",NA,NA,"creamy, smooth",washed,NA,creamy,rich,NA,NA,Soumaintrain AOC,NA,NA
https://www.cheese.com/spenwood/,sheep,England,NA,Parmesan,hard,NA,NA,firm,natural,pale yellow,nutty,NA,TRUE,FALSE,NA,NA,NA
https://www.cheese.com/sparkenhoe-red-leicester/,cow,United Kingdom,NA,NA,hard,NA,NA,"brittle, close, creamy, crumbly, flaky",NA,orange,nutty,NA,NA,NA,NA,NA,NA
https://www.cheese.com/sonoma-jack/,cow,United States,"Sonoma, California",Monterey Jack,semi-hard,NA,NA,"brittle, creamy, crumbly, firm, open, supple",natural,pale white,"buttery, herbaceous, mild, mushroomy, nutty, sharp, spicy","aromatic, earthy, herbal, mild",TRUE,FALSE,NA,NA,Vella Cheese Company
https://www.cheese.com/st-andrews-farmhouse-cheddar/,cow,Scotland,NA,NA,hard,NA,NA,"compact, crumbly, dry",waxed,pale yellow,"fruity, grassy, nutty, tangy","buttery, grassy, subtle",FALSE,FALSE,NA,St. Andrews Farmhouse Cheddar,St. Andrews Farmhouse Cheese
https://www.cheese.com/st-cera/,cow,England,NA,NA,soft,NA,NA,"buttery, creamy",washed,yellow,"full-flavored, pronounced",pungent,FALSE,FALSE,St. Cera,NA,Julie Cheyney
https://www.cheese.com/st-tola-ash-log/,goat,Ireland,NA,NA,"soft, artisan",NA,NA,smooth,ash coated,NA,full-flavored,NA,FALSE,FALSE,NA,NA,Inagh Farmhouse Cheese Ltd
https://www.cheese.com/st-james/,sheep,England,NA,NA,semi-soft,NA,NA,close,washed,pink and white,meaty,barnyardy,FALSE,FALSE,NA,St. James,Martin Gott
https://www.cheese.com/st-jude/,cow,"England, Great Britain, United Kingdom",NA,NA,"soft, artisan",NA,NA,"creamy, fluffy",mold ripened,cream,NA,"buttery, rich",FALSE,FALSE,NA,"St. Jude, Saint Jude",NA
https://www.cheese.com/st-tola-log/,goat,Ireland,NA,NA,soft,NA,NA,creamy,natural,NA,citrusy,NA,FALSE,FALSE,St Tola,NA,Inagh Farmhouse Cheese Ltd
https://www.cheese.com/st-pat/,cow,United States,California,NA,"semi-soft, artisan",NA,NA,"creamy, soft",bloomy,pale yellow,"full-flavored, mellow","rich, smokey",TRUE,FALSE,NA,NA,Cowgirl Creamery
https://www.cheese.com/stinking-bishop/,cow,United Kingdom,NA,NA,"semi-soft, artisan",NA,NA,"creamy, smooth",washed,NA,NA,pungent,TRUE,FALSE,NA,NA,Charles Martell & Son Limited
https://www.cheese.com/stilton/,cow,England,"Derbyshire, Leicestershire, Nottinghamshire",Blue,"hard, blue-veined",NA,NA,"creamy, crumbly, smooth",natural,NA,"spicy, strong",NA,NA,NA,"Cropwell Bishop Blue Stilton, Stilton Colston Bassett",NA,NA
https://www.cheese.com/strathdon-blue/,cow,Scotland,Tain,Blue,semi-soft,NA,NA,creamy,NA,NA,"creamy, spicy","aromatic, rich",TRUE,FALSE,NA,NA,Highland Fine Cheeses Limited
https://www.cheese.com/stoney-cross/,cow,"England, Great Britain, United Kingdom",Landford,Tomme,"semi-hard, artisan",NA,NA,"creamy, smooth",mold ripened,yellow,"earthy, subtle, sweet",NA,TRUE,FALSE,NA,NA,Lyburn Farm
https://www.cheese.com/stichelton/,cow,"England, Great Britain, United Kingdom",Nottinghamshire,Blue,"semi-soft, artisan, blue-veined",NA,NA,creamy,mold ripened,ivory,"buttery, caramel, creamy, savory, spicy, sweet",rich,FALSE,FALSE,NA,NA,NA
https://www.cheese.com/string/,,,NA,NA,semi-hard,NA,NA,"chewy, firm, stringy",NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.cheese.com/sulguni/,"buffalo, cow",Georgia,"Svaneti, Samegrelo",NA,semi-firm,NA,NA,"dense, elastic",NA,NA,"salty, smokey , sour",NA,NA,NA,Georgian Pickle Cheese,"Megruli Sulguni, Shebolili Megruli Sulguni",NA
https://www.cheese.com/sussex-slipcote/,sheep,England,NA,NA,soft,NA,NA,,NA,NA,sharp,NA,TRUE,FALSE,NA,NA,High Weald Dairy
https://www.cheese.com/swaledale/,sheep,England,"Swaledale, North Yorkshire",NA,hard,NA,NA,semi firm,NA,yellow,"smooth, sweet",floral,TRUE,FALSE,Swaledale Sheep Cheese,NA,NA
https://www.cheese.com/swiss/,cow,United States,NA,Swiss Cheese,"hard, artisan, processed",7.8 g/100g,NA,firm,rindless,pale yellow,"nutty, sweet",NA,TRUE,FALSE,American Swiss Cheese,NA,Various
